"workerid","A","B","percent","read_and_decide_time","quant","read_time_one","response","qq","percent_cat","resp","rt_too_quick"
5,"""chevel""","""podden""",89,713,"Few",449,"true","Few","76-100",0,FALSE
5,"""menner""","""nandow""",95,933,"Few",562,"true","Few","76-100",0,FALSE
5,"""pluset""","""stubad""",17,542,"Many",486,"true","Many","1-25",1,FALSE
5,"""spunge""","""wenple""",77,460,"Most",532,"false","Most","76-100",0,FALSE
5,"""chadop""","""shaple""",16,590,"Many",490,"false","Many","1-25",0,FALSE
5,"""monter""","""melelt""",52,401,"Most",467,"true","Most","51-60",1,FALSE
5,"""middor""","""drooty""",59,465,"Many",425,"true","Many","51-60",1,FALSE
5,"""coppar""","""hunene""",79,430,"Fewer than half",517,"false","Fewer than half","76-100",1,FALSE
5,"""cather""","""funder""",14,476,"Most",821,"false","Most","1-25",0,FALSE
5,"""shamer""","""bloifs""",71,639,"Most",545,"true","Most","61-75",1,FALSE
5,"""umpond""","""marire""",21,445,"Most",318,"false","Most","1-25",0,FALSE
5,"""awplor""","""fasees""",97,454,"More than half",262,"false","More than half","76-100",0,FALSE
5,"""jallem""","""sildal""",23,628,"Many",273,"true","Many","1-25",1,FALSE
5,"""zetten""","""unfobs""",84,536,"Most",620,"true","Most","76-100",1,FALSE
5,"""hadder""","""ollidy""",61,582,"Most",442,"true","Most","61-75",1,FALSE
5,"""shrile""","""athoid""",7,563,"Fewer than half",389,"true","Fewer than half","1-25",0,FALSE
5,"""umpond""","""marire""",67,490,"Fewer than half",328,"true","Fewer than half","61-75",0,FALSE
5,"""shrile""","""athoid""",51,408,"Most",348,"false","Most","51-60",0,FALSE
5,"""spunge""","""wenple""",28,531,"Many",278,"true","Many","26-40",1,FALSE
5,"""bameta""","""unzast""",93,488,"Few",341,"true","Few","76-100",0,FALSE
5,"""pliper""","""sesare""",75,616,"More than half",249,"false","More than half","61-75",0,FALSE
5,"""awplor""","""fasees""",77,672,"Fewer than half",475,"true","Fewer than half","76-100",0,FALSE
5,"""schook""","""jabant""",32,670,"Fewer than half",314,"true","Fewer than half","26-40",0,FALSE
5,"""coppar""","""hunene""",18,413,"Most",358,"false","Most","1-25",0,FALSE
5,"""bameta""","""unzast""",32,616,"Most",324,"true","Most","26-40",1,FALSE
5,"""isbant""","""unairs""",32,587,"Many",250,"true","Many","26-40",1,FALSE
5,"""zetten""","""unfobs""",20,702,"Fewer than half",294,"true","Fewer than half","1-25",0,FALSE
5,"""ingell""","""nalill""",93,622,"More than half",286,"true","More than half","76-100",1,FALSE
5,"""bemble""","""squank""",81,380,"Few",291,"false","Few","76-100",1,FALSE
5,"""devole""","""sholly""",53,596,"Fewer than half",296,"true","Fewer than half","51-60",0,FALSE
5,"""hadder""","""ollidy""",43,589,"Few",323,"true","Few","41-50",0,FALSE
5,"""kustle""","""reshix""",53,608,"Many",288,"true","Many","51-60",1,FALSE
5,"""cather""","""funder""",87,348,"Many",250,"false","Many","76-100",0,FALSE
5,"""clidge""","""hensly""",68,546,"Most",240,"true","Most","61-75",1,FALSE
5,"""kustle""","""reshix""",9,518,"More than half",258,"true","More than half","1-25",1,FALSE
5,"""chadop""","""shaple""",38,397,"Fewer than half",264,"false","Fewer than half","26-40",1,FALSE
5,"""hadder""","""ollidy""",47,523,"Fewer than half",232,"true","Fewer than half","41-50",0,FALSE
5,"""pobbit""","""spippy""",52,436,"More than half",246,"false","More than half","51-60",0,FALSE
5,"""chevel""","""podden""",41,407,"Most",244,"false","Most","41-50",0,FALSE
5,"""tiklet""","""hullaw""",47,525,"Few",257,"true","Few","41-50",0,FALSE
5,"""chevel""","""podden""",68,424,"Fewer than half",264,"false","Fewer than half","61-75",1,FALSE
5,"""gukbar""","""soarse""",48,408,"More than half",254,"false","More than half","41-50",0,FALSE
5,"""chevel""","""podden""",98,420,"More than half",284,"false","More than half","76-100",0,FALSE
5,"""ingell""","""nalill""",31,624,"Most",168,"true","Most","26-40",1,FALSE
5,"""monter""","""melelt""",27,571,"Fewer than half",246,"true","Fewer than half","26-40",0,FALSE
5,"""cosutz""","""spover""",87,723,"Many",242,"false","Many","76-100",0,FALSE
5,"""chadop""","""shaple""",98,446,"Most",237,"false","Most","76-100",0,FALSE
5,"""schook""","""jabant""",87,470,"Few",246,"false","Few","76-100",1,FALSE
5,"""jallem""","""sildal""",54,446,"More than half",238,"false","More than half","51-60",0,FALSE
5,"""puggle""","""entand""",97,520,"Most",237,"true","Most","76-100",1,FALSE
5,"""pluset""","""stubad""",25,374,"Most",221,"false","Most","1-25",0,FALSE
5,"""pobbit""","""spippy""",20,508,"Most",240,"true","Most","1-25",1,FALSE
5,"""chulks""","""vulhor""",8,488,"Fewer than half",220,"false","Fewer than half","1-25",1,FALSE
5,"""fleeve""","""scalfs""",36,648,"More than half",201,"true","More than half","26-40",1,FALSE
5,"""ingell""","""nalill""",75,450,"Fewer than half",212,"false","Fewer than half","61-75",1,FALSE
5,"""menner""","""nandow""",40,471,"Most",270,"false","Most","26-40",0,FALSE
5,"""pliper""","""sesare""",15,414,"Most",258,"false","Most","1-25",0,FALSE
5,"""isbant""","""unairs""",86,530,"More than half",318,"false","More than half","76-100",0,FALSE
5,"""pobbit""","""spippy""",37,461,"Few",189,"false","Few","26-40",1,FALSE
5,"""raster""","""movell""",49,461,"Most",215,"false","Most","41-50",0,FALSE
5,"""schook""","""jabant""",44,410,"More than half",228,"false","More than half","41-50",0,FALSE
5,"""shurry""","""preser""",15,400,"More than half",199,"false","More than half","1-25",0,FALSE
5,"""pirter""","""secent""",54,357,"Fewer than half",193,"false","Fewer than half","51-60",1,FALSE
5,"""shrile""","""athoid""",56,873,"Few",200,"false","Few","51-60",1,FALSE
5,"""ancits""","""smeath""",91,890,"Most",1925,"true","Most","76-100",1,FALSE
5,"""umpond""","""marire""",54,922,"Many",3726,"true","Many","51-60",1,FALSE
5,"""birler""","""enciad""",7,675,"Most",646,"true","Most","1-25",1,FALSE
5,"""russer""","""huttle""",88,480,"Fewer than half",276,"false","Fewer than half","76-100",1,FALSE
5,"""shrile""","""athoid""",41,467,"Many",261,"false","Many","41-50",0,FALSE
5,"""kustle""","""reshix""",33,535,"Few",1222,"false","Few","26-40",1,FALSE
5,"""pengyl""","""sedest""",39,541,"Fewer than half",2186,"true","Fewer than half","26-40",0,FALSE
5,"""cather""","""funder""",67,512,"Few",325,"true","Few","61-75",0,FALSE
5,"""boddle""","""molill""",24,520,"Few",259,"true","Few","1-25",0,FALSE
5,"""chulks""","""vulhor""",5,1845,"More than half",264,"false","More than half","1-25",0,FALSE
5,"""shurry""","""preser""",86,641,"Most",1915,"true","Most","76-100",1,FALSE
5,"""tecker""","""biller""",7,446,"Few",265,"false","Few","1-25",1,FALSE
5,"""mecket""","""plumry""",28,532,"More than half",256,"true","More than half","26-40",1,FALSE
5,"""tiklet""","""hullaw""",12,605,"More than half",242,"true","More than half","1-25",1,FALSE
5,"""bemble""","""squank""",83,513,"Fewer than half",255,"true","Fewer than half","76-100",0,FALSE
5,"""puctor""","""recure""",47,372,"Most",228,"false","Most","41-50",0,FALSE
5,"""puggle""","""entand""",39,475,"More than half",410,"false","More than half","26-40",0,FALSE
5,"""menner""","""nandow""",69,1721,"Many",267,"false","Many","61-75",0,FALSE
5,"""spunge""","""wenple""",51,431,"Few",244,"false","Few","51-60",1,FALSE
5,"""schook""","""jabant""",80,511,"Many",261,"false","Many","76-100",0,FALSE
5,"""shamer""","""bloifs""",35,634,"Fewer than half",295,"false","Fewer than half","26-40",1,FALSE
5,"""padnet""","""fanely""",57,727,"Fewer than half",209,"false","Fewer than half","51-60",1,FALSE
5,"""umpond""","""marire""",87,661,"More than half",248,"true","More than half","76-100",1,FALSE
5,"""chulks""","""vulhor""",53,1214,"Most",228,"true","Most","51-60",1,FALSE
5,"""strant""","""potind""",40,695,"More than half",284,"false","More than half","26-40",0,FALSE
5,"""spunge""","""wenple""",30,598,"More than half",296,"true","More than half","26-40",1,FALSE
5,"""monter""","""melelt""",10,616,"Few",278,"true","Few","1-25",0,FALSE
5,"""middor""","""drooty""",26,846,"Few",306,"false","Few","26-40",1,FALSE
5,"""boddle""","""molill""",62,384,"Fewer than half",372,"false","Fewer than half","61-75",1,FALSE
5,"""ancits""","""smeath""",32,472,"Few",129,"true","Few","26-40",0,FALSE
5,"""jallem""","""sildal""",80,551,"Few",247,"false","Few","76-100",1,FALSE
5,"""pobbit""","""spippy""",14,598,"Many",367,"true","Many","1-25",1,FALSE
5,"""coppar""","""hunene""",89,497,"Few",272,"true","Few","76-100",0,FALSE
5,"""dorder""","""coggon""",48,521,"Most",246,"false","Most","41-50",0,FALSE
5,"""puggle""","""entand""",10,403,"Many",269,"false","Many","1-25",0,FALSE
5,"""tecker""","""biller""",13,384,"Many",242,"false","Many","1-25",0,FALSE
5,"""chadop""","""shaple""",46,568,"More than half",225,"true","More than half","41-50",1,FALSE
5,"""gukbar""","""soarse""",87,494,"Few",252,"true","Few","76-100",0,FALSE
5,"""hadder""","""ollidy""",27,464,"More than half",224,"true","More than half","26-40",1,FALSE
5,"""schook""","""jabant""",92,518,"Most",278,"true","Most","76-100",1,FALSE
5,"""ancits""","""smeath""",68,468,"Many",236,"true","Many","61-75",1,FALSE
5,"""pluset""","""stubad""",80,559,"Few",216,"true","Few","76-100",0,FALSE
5,"""zetten""","""unfobs""",39,442,"Few",204,"true","Few","26-40",0,FALSE
5,"""clidge""","""hensly""",79,435,"Few",214,"true","Few","76-100",0,FALSE
5,"""pliper""","""sesare""",87,445,"Many",197,"true","Many","76-100",1,FALSE
5,"""puctor""","""recure""",59,460,"More than half",182,"false","More than half","51-60",0,FALSE
5,"""beckel""","""racual""",85,390,"Most",237,"false","Most","76-100",0,FALSE
5,"""clidge""","""hensly""",43,466,"Many",236,"true","Many","41-50",1,FALSE
5,"""cosutz""","""spover""",36,360,"Fewer than half",228,"false","Fewer than half","26-40",1,FALSE
5,"""shurry""","""preser""",76,384,"Few",239,"false","Few","76-100",1,FALSE
5,"""devole""","""sholly""",22,498,"Many",211,"true","Many","1-25",1,FALSE
5,"""pirter""","""secent""",20,383,"Many",210,"false","Many","1-25",0,FALSE
5,"""beckel""","""racual""",45,489,"Fewer than half",190,"true","Fewer than half","41-50",0,FALSE
5,"""beckel""","""racual""",25,355,"More than half",196,"false","More than half","1-25",0,FALSE
5,"""bameta""","""unzast""",76,505,"More than half",187,"true","More than half","76-100",1,FALSE
5,"""puggle""","""entand""",25,465,"Few",174,"true","Few","1-25",0,FALSE
5,"""gukbar""","""soarse""",76,484,"Most",203,"true","Most","76-100",1,FALSE
5,"""beckel""","""racual""",76,431,"Many",191,"true","Many","76-100",1,FALSE
5,"""zetten""","""unfobs""",95,410,"Many",180,"false","Many","76-100",0,FALSE
5,"""zetten""","""unfobs""",33,412,"More than half",220,"true","More than half","26-40",1,FALSE
5,"""devole""","""sholly""",6,378,"Most",211,"false","Most","1-25",0,FALSE
5,"""shrile""","""athoid""",8,533,"More than half",244,"true","More than half","1-25",1,FALSE
5,"""dorder""","""coggon""",87,441,"Few",218,"false","Few","76-100",1,FALSE
5,"""boddle""","""molill""",2,516,"Most",203,"true","Most","1-25",1,FALSE
5,"""mecket""","""plumry""",96,399,"Most",182,"false","Most","76-100",0,FALSE
5,"""coamin""","""mucond""",87,369,"Most",173,"false","Most","76-100",0,FALSE
5,"""bameta""","""unzast""",90,367,"Fewer than half",190,"false","Fewer than half","76-100",1,FALSE
5,"""strant""","""potind""",63,345,"Most",192,"false","Most","61-75",0,FALSE
5,"""pluset""","""stubad""",88,452,"More than half",204,"true","More than half","76-100",1,FALSE
5,"""bameta""","""unzast""",89,501,"Many",270,"false","Many","76-100",0,FALSE
5,"""pluset""","""stubad""",52,472,"Fewer than half",236,"false","Fewer than half","51-60",1,FALSE
5,"""tiklet""","""hullaw""",70,496,"Most",226,"false","Most","61-75",0,FALSE
5,"""devole""","""sholly""",1,489,"Few",192,"false","Few","1-25",1,FALSE
5,"""monter""","""melelt""",7,1486,"Many",280,"false","Many","1-25",0,FALSE
5,"""umpond""","""marire""",25,1338,"Few",1265,"false","Few","1-25",1,FALSE
5,"""birler""","""enciad""",40,430,"Many",807,"false","Many","26-40",0,FALSE
5,"""raster""","""movell""",20,751,"Few",784,"true","Few","1-25",0,FALSE
5,"""chulks""","""vulhor""",72,500,"Many",277,"true","Many","61-75",1,FALSE
5,"""tiklet""","""hullaw""",26,469,"Many",217,"true","Many","26-40",1,FALSE
5,"""cosutz""","""spover""",60,763,"Most",261,"false","Most","51-60",0,FALSE
5,"""spunge""","""wenple""",4,566,"Fewer than half",276,"false","Fewer than half","1-25",1,FALSE
5,"""fleeve""","""scalfs""",70,431,"Many",200,"true","Many","61-75",1,FALSE
5,"""raster""","""movell""",53,552,"Many",167,"false","Many","51-60",0,FALSE
5,"""sporer""","""firtly""",1,442,"Most",332,"false","Most","1-25",0,FALSE
5,"""werner""","""hurmer""",44,686,"Few",286,"true","Few","41-50",0,FALSE
5,"""tiklet""","""hullaw""",5,471,"Fewer than half",157,"true","Fewer than half","1-25",0,FALSE
5,"""boddle""","""molill""",51,460,"More than half",246,"true","More than half","51-60",1,FALSE
5,"""puggle""","""entand""",37,463,"Fewer than half",270,"true","Fewer than half","26-40",0,FALSE
5,"""birler""","""enciad""",82,430,"Few",233,"true","Few","76-100",0,FALSE
5,"""strant""","""potind""",24,373,"Few",186,"false","Few","1-25",1,FALSE
5,"""pirter""","""secent""",17,354,"Most",246,"false","Most","1-25",0,FALSE
5,"""birler""","""enciad""",61,379,"Fewer than half",254,"false","Fewer than half","61-75",1,FALSE
5,"""shamer""","""bloifs""",4,406,"More than half",219,"true","More than half","1-25",1,FALSE
5,"""russer""","""huttle""",31,365,"Few",216,"false","Few","26-40",1,FALSE
5,"""chulks""","""vulhor""",28,404,"Few",216,"true","Few","26-40",0,FALSE
5,"""mecket""","""plumry""",86,366,"Many",232,"false","Many","76-100",0,FALSE
5,"""menner""","""nandow""",62,334,"More than half",238,"false","More than half","61-75",0,FALSE
5,"""awplor""","""fasees""",53,379,"Many",190,"false","Many","51-60",0,FALSE
5,"""pirter""","""secent""",73,482,"More than half",490,"true","More than half","61-75",1,FALSE
5,"""bemble""","""squank""",46,483,"Most",181,"true","Most","41-50",1,FALSE
5,"""bemble""","""squank""",76,382,"Many",229,"true","Many","76-100",1,FALSE
5,"""strant""","""potind""",12,699,"Fewer than half",163,"true","Fewer than half","1-25",0,FALSE
5,"""fleeve""","""scalfs""",14,534,"Few",180,"true","Few","1-25",0,FALSE
5,"""mecket""","""plumry""",3,1832,"Fewer than half",191,"false","Fewer than half","1-25",1,FALSE
5,"""ingell""","""nalill""",25,559,"Many",164,"true","Many","1-25",1,FALSE
5,"""coppar""","""hunene""",20,1507,"Many",116,"false","Many","1-25",0,FALSE
5,"""awplor""","""fasees""",2,415,"Few",176,"true","Few","1-25",0,FALSE
5,"""pliper""","""sesare""",86,456,"Few",150,"false","Few","76-100",1,FALSE
5,"""russer""","""huttle""",7,466,"Many",147,"true","Many","1-25",1,FALSE
5,"""russer""","""huttle""",78,516,"More than half",167,"false","More than half","76-100",0,FALSE
5,"""padnet""","""fanely""",38,588,"Many",194,"true","Many","26-40",1,FALSE
5,"""ingell""","""nalill""",97,1073,"Few",166,"false","Few","76-100",1,FALSE
5,"""pobbit""","""spippy""",65,469,"Fewer than half",155,"true","Fewer than half","61-75",0,FALSE
5,"""werner""","""hurmer""",40,441,"Fewer than half",218,"false","Fewer than half","26-40",1,FALSE
5,"""isbant""","""unairs""",34,708,"Most",172,"false","Most","26-40",0,FALSE
5,"""tecker""","""biller""",44,436,"Most",481,"true","Most","41-50",1,FALSE
5,"""awplor""","""fasees""",13,491,"Most",213,"false","Most","1-25",0,FALSE
5,"""pirter""","""secent""",84,431,"Few",187,"false","Few","76-100",1,FALSE
5,"""cather""","""funder""",87,334,"Fewer than half",198,"false","Fewer than half","76-100",1,FALSE
5,"""clidge""","""hensly""",31,392,"Fewer than half",163,"false","Fewer than half","26-40",1,FALSE
5,"""russer""","""huttle""",43,472,"Most",182,"false","Most","41-50",0,FALSE
5,"""clidge""","""hensly""",43,506,"More than half",211,"true","More than half","41-50",1,FALSE
5,"""bemble""","""squank""",67,452,"More than half",185,"true","More than half","61-75",1,FALSE
5,"""padnet""","""fanely""",45,498,"Few",184,"true","Few","41-50",0,FALSE
5,"""jallem""","""sildal""",23,318,"Most",210,"false","Most","1-25",0,FALSE
5,"""ancits""","""smeath""",6,393,"More than half",196,"false","More than half","1-25",0,FALSE
5,"""puctor""","""recure""",64,473,"Fewer than half",174,"false","Fewer than half","61-75",1,FALSE
5,"""pliper""","""sesare""",92,367,"Fewer than half",168,"false","Fewer than half","76-100",1,FALSE
5,"""coamin""","""mucond""",78,360,"Many",227,"true","Many","76-100",1,FALSE
5,"""pengyl""","""sedest""",49,443,"More than half",215,"false","More than half","41-50",0,FALSE
5,"""menner""","""nandow""",89,553,"Fewer than half",178,"false","Fewer than half","76-100",1,FALSE
5,"""kustle""","""reshix""",15,460,"Fewer than half",202,"true","Fewer than half","1-25",0,FALSE
5,"""cosutz""","""spover""",21,398,"Few",271,"true","Few","1-25",0,FALSE
5,"""pengyl""","""sedest""",47,332,"Few",190,"false","Few","41-50",1,FALSE
5,"""devole""","""sholly""",55,424,"More than half",224,"false","More than half","51-60",0,FALSE
5,"""werner""","""hurmer""",81,407,"Many",249,"false","Many","76-100",0,FALSE
5,"""shamer""","""bloifs""",45,413,"Many",189,"false","Many","41-50",0,FALSE
5,"""padnet""","""fanely""",36,461,"Most",198,"true","Most","26-40",1,FALSE
5,"""sporer""","""firtly""",86,421,"Fewer than half",256,"false","Fewer than half","76-100",1,FALSE
5,"""cosutz""","""spover""",41,457,"More than half",190,"true","More than half","41-50",1,FALSE
5,"""shamer""","""bloifs""",26,445,"Few",228,"false","Few","26-40",1,FALSE
5,"""tecker""","""biller""",82,457,"Fewer than half",302,"true","Fewer than half","76-100",0,FALSE
5,"""hadder""","""ollidy""",72,343,"Many",237,"false","Many","61-75",0,FALSE
5,"""middor""","""drooty""",21,417,"Fewer than half",199,"true","Fewer than half","1-25",0,FALSE
5,"""gukbar""","""soarse""",10,334,"Fewer than half",151,"true","Fewer than half","1-25",0,FALSE
5,"""sporer""","""firtly""",70,425,"More than half",111,"true","More than half","61-75",1,FALSE
5,"""gukbar""","""soarse""",87,499,"Many",187,"true","Many","76-100",1,FALSE
5,"""middor""","""drooty""",83,588,"Most",255,"true","Most","76-100",1,FALSE
5,"""boddle""","""molill""",2,423,"Many",218,"true","Many","1-25",1,FALSE
6,"""spunge""","""wenple""",92,1704,"Many",2353,"true","Many","76-100",1,FALSE
6,"""middor""","""drooty""",94,1549,"Fewer than half",1659,"false","Fewer than half","76-100",1,FALSE
6,"""raster""","""movell""",62,1253,"Many",1362,"true","Many","61-75",1,FALSE
6,"""werner""","""hurmer""",85,1319,"Few",1480,"false","Few","76-100",1,FALSE
6,"""isbant""","""unairs""",48,1710,"More than half",2614,"false","More than half","41-50",0,FALSE
6,"""coppar""","""hunene""",83,1645,"Few",1414,"true","Few","76-100",0,FALSE
6,"""padnet""","""fanely""",24,1105,"More than half",1284,"false","More than half","1-25",0,FALSE
6,"""beckel""","""racual""",26,2232,"Many",1674,"true","Many","26-40",1,FALSE
6,"""dorder""","""coggon""",95,1609,"Many",1630,"true","Many","76-100",1,FALSE
6,"""raster""","""movell""",44,1494,"More than half",1773,"false","More than half","41-50",0,FALSE
6,"""chevel""","""podden""",58,1227,"Many",1300,"true","Many","51-60",1,FALSE
6,"""schook""","""jabant""",60,866,"Fewer than half",1316,"false","Fewer than half","51-60",1,FALSE
6,"""cather""","""funder""",10,1173,"Few",3609,"true","Few","1-25",0,FALSE
6,"""fleeve""","""scalfs""",71,1602,"Many",1160,"true","Many","61-75",1,FALSE
6,"""ancits""","""smeath""",93,1758,"More than half",1730,"true","More than half","76-100",1,FALSE
6,"""pobbit""","""spippy""",8,1902,"Few",1365,"false","Few","1-25",1,FALSE
6,"""dorder""","""coggon""",19,940,"More than half",1363,"false","More than half","1-25",0,FALSE
6,"""coamin""","""mucond""",80,1043,"Most",904,"true","Most","76-100",1,FALSE
6,"""puggle""","""entand""",96,1161,"Few",1157,"false","Few","76-100",1,FALSE
6,"""kustle""","""reshix""",82,1039,"More than half",1221,"true","More than half","76-100",1,FALSE
6,"""umpond""","""marire""",22,1389,"Fewer than half",1663,"true","Fewer than half","1-25",0,FALSE
6,"""shamer""","""bloifs""",63,1483,"More than half",1071,"true","More than half","61-75",1,FALSE
6,"""coppar""","""hunene""",6,1999,"Many",1012,"true","Many","1-25",1,FALSE
6,"""chadop""","""shaple""",66,726,"Fewer than half",1803,"false","Fewer than half","61-75",1,FALSE
6,"""tecker""","""biller""",7,842,"Fewer than half",1541,"true","Fewer than half","1-25",0,FALSE
6,"""boddle""","""molill""",32,905,"Fewer than half",1146,"true","Fewer than half","26-40",0,FALSE
6,"""shurry""","""preser""",73,922,"Many",1190,"true","Many","61-75",1,FALSE
6,"""kustle""","""reshix""",92,687,"Fewer than half",1197,"false","Fewer than half","76-100",1,FALSE
6,"""kustle""","""reshix""",57,1223,"Most",1603,"true","Most","51-60",1,FALSE
6,"""fleeve""","""scalfs""",88,726,"Fewer than half",1013,"false","Fewer than half","76-100",1,FALSE
6,"""monter""","""melelt""",52,828,"More than half",908,"false","More than half","51-60",0,FALSE
6,"""shrile""","""athoid""",76,1846,"Few",1124,"true","Few","76-100",0,FALSE
6,"""shamer""","""bloifs""",24,967,"Few",1086,"true","Few","1-25",0,FALSE
6,"""jallem""","""sildal""",79,1294,"Few",978,"true","Few","76-100",0,FALSE
6,"""fleeve""","""scalfs""",73,838,"More than half",1501,"true","More than half","61-75",1,FALSE
6,"""cosutz""","""spover""",91,591,"Fewer than half",1466,"false","Fewer than half","76-100",1,FALSE
6,"""awplor""","""fasees""",27,885,"Fewer than half",1089,"true","Fewer than half","26-40",0,FALSE
6,"""isbant""","""unairs""",80,1488,"Few",1515,"false","Few","76-100",1,FALSE
6,"""bameta""","""unzast""",56,655,"Many",1098,"true","Many","51-60",1,FALSE
6,"""shrile""","""athoid""",93,787,"Most",843,"true","Most","76-100",1,FALSE
6,"""strant""","""potind""",64,1125,"More than half",2076,"true","More than half","61-75",1,FALSE
6,"""beckel""","""racual""",85,643,"Fewer than half",1303,"false","Fewer than half","76-100",1,FALSE
6,"""russer""","""huttle""",45,792,"Fewer than half",962,"true","Fewer than half","41-50",0,FALSE
6,"""clidge""","""hensly""",87,686,"More than half",938,"true","More than half","76-100",1,FALSE
6,"""menner""","""nandow""",44,1406,"Fewer than half",967,"true","Fewer than half","41-50",0,FALSE
6,"""devole""","""sholly""",37,676,"More than half",1244,"false","More than half","26-40",0,FALSE
6,"""sporer""","""firtly""",32,1358,"Most",1058,"false","Most","26-40",0,FALSE
6,"""cosutz""","""spover""",22,769,"Few",854,"true","Few","1-25",0,FALSE
6,"""chadop""","""shaple""",89,706,"Most",907,"true","Most","76-100",1,FALSE
6,"""spunge""","""wenple""",90,586,"Fewer than half",1038,"false","Fewer than half","76-100",1,FALSE
6,"""pirter""","""secent""",12,1551,"Fewer than half",788,"true","Fewer than half","1-25",0,FALSE
6,"""bameta""","""unzast""",1,902,"Fewer than half",961,"true","Fewer than half","1-25",0,FALSE
6,"""pirter""","""secent""",1,651,"More than half",1017,"false","More than half","1-25",0,FALSE
6,"""hadder""","""ollidy""",91,706,"More than half",897,"true","More than half","76-100",1,FALSE
6,"""strant""","""potind""",45,547,"Many",1071,"true","Many","41-50",1,FALSE
6,"""russer""","""huttle""",69,1241,"Few",859,"false","Few","61-75",1,FALSE
6,"""puctor""","""recure""",8,861,"Fewer than half",861,"true","Fewer than half","1-25",0,FALSE
6,"""puggle""","""entand""",84,700,"Fewer than half",983,"false","Fewer than half","76-100",1,FALSE
6,"""umpond""","""marire""",45,645,"More than half",906,"false","More than half","41-50",0,FALSE
6,"""birler""","""enciad""",80,846,"Many",791,"true","Many","76-100",1,FALSE
6,"""gukbar""","""soarse""",92,514,"Many",714,"true","Many","76-100",1,FALSE
6,"""shurry""","""preser""",65,749,"Most",819,"true","Most","61-75",1,FALSE
6,"""clidge""","""hensly""",55,1068,"Most",952,"true","Most","51-60",1,FALSE
6,"""hadder""","""ollidy""",62,685,"Fewer than half",910,"false","Fewer than half","61-75",1,FALSE
6,"""pliper""","""sesare""",74,477,"Many",793,"true","Many","61-75",1,FALSE
6,"""shrile""","""athoid""",76,517,"More than half",1116,"true","More than half","76-100",1,FALSE
6,"""bameta""","""unzast""",35,874,"More than half",721,"false","More than half","26-40",0,FALSE
6,"""chulks""","""vulhor""",91,679,"Most",793,"true","Most","76-100",1,FALSE
6,"""bameta""","""unzast""",17,613,"Most",834,"false","Most","1-25",0,FALSE
6,"""spunge""","""wenple""",87,596,"Most",839,"true","Most","76-100",1,FALSE
6,"""puggle""","""entand""",75,423,"Many",730,"true","Many","61-75",1,FALSE
6,"""bemble""","""squank""",5,520,"More than half",833,"false","More than half","1-25",0,FALSE
6,"""raster""","""movell""",96,825,"Few",923,"false","Few","76-100",1,FALSE
6,"""awplor""","""fasees""",2,1362,"Many",840,"false","Many","1-25",0,FALSE
6,"""cather""","""funder""",15,506,"More than half",774,"false","More than half","1-25",0,FALSE
6,"""russer""","""huttle""",75,705,"Many",940,"true","Many","61-75",1,FALSE
6,"""middor""","""drooty""",61,564,"Many",748,"true","Many","61-75",1,FALSE
6,"""fleeve""","""scalfs""",51,528,"Few",930,"false","Few","51-60",1,FALSE
6,"""kustle""","""reshix""",87,533,"Many",782,"true","Many","76-100",1,FALSE
6,"""ingell""","""nalill""",5,647,"Fewer than half",2116,"true","Fewer than half","1-25",0,FALSE
6,"""shrile""","""athoid""",5,1571,"Many",727,"false","Many","1-25",0,FALSE
6,"""ancits""","""smeath""",19,1026,"Many",593,"true","Many","1-25",1,FALSE
6,"""strant""","""potind""",63,1157,"Most",669,"true","Most","61-75",1,FALSE
6,"""awplor""","""fasees""",36,617,"More than half",755,"false","More than half","26-40",0,FALSE
6,"""clidge""","""hensly""",58,688,"Many",679,"true","Many","51-60",1,FALSE
6,"""cather""","""funder""",49,1260,"Most",1004,"false","Most","41-50",0,FALSE
6,"""ingell""","""nalill""",7,782,"Few",823,"true","Few","1-25",0,FALSE
6,"""pliper""","""sesare""",23,625,"Fewer than half",680,"true","Fewer than half","1-25",0,FALSE
6,"""chadop""","""shaple""",58,786,"More than half",648,"true","More than half","51-60",1,FALSE
6,"""middor""","""drooty""",35,540,"Few",674,"true","Few","26-40",0,FALSE
6,"""pirter""","""secent""",3,590,"Many",845,"false","Many","1-25",0,FALSE
6,"""sporer""","""firtly""",19,543,"Fewer than half",720,"true","Fewer than half","1-25",0,FALSE
6,"""dorder""","""coggon""",42,869,"Most",1068,"true","Most","41-50",1,FALSE
6,"""tecker""","""biller""",23,913,"Many",947,"true","Many","1-25",1,FALSE
6,"""chulks""","""vulhor""",86,673,"More than half",771,"true","More than half","76-100",1,FALSE
6,"""puctor""","""recure""",38,863,"Most",195,"false","Most","26-40",0,FALSE
6,"""werner""","""hurmer""",71,476,"Most",2476,"true","Most","61-75",1,FALSE
6,"""pengyl""","""sedest""",54,678,"Few",639,"false","Few","51-60",1,FALSE
6,"""coppar""","""hunene""",14,780,"More than half",475,"false","More than half","1-25",0,FALSE
6,"""russer""","""huttle""",19,858,"Most",607,"false","Most","1-25",0,FALSE
6,"""beckel""","""racual""",93,690,"Few",636,"false","Few","76-100",1,FALSE
6,"""pliper""","""sesare""",44,867,"Most",682,"false","Most","41-50",0,FALSE
6,"""tiklet""","""hullaw""",75,621,"More than half",724,"true","More than half","61-75",1,FALSE
