percent,qq,workerid,theta,resp,percent_cat
44,Most,4,0.213252867755403,0,41-60
44,Most,4,0.213252867755403,0,41-60
45,Most,4,0.24266607436335,0,41-60
45,Most,4,0.24266607436335,0,41-60
46,Most,4,0.274719549235731,0,41-60
46,Most,4,0.274719549235731,0,41-60
47,Most,4,0.309277899243694,1,41-60
47,Most,4,0.309277899243694,0,41-60
48,Most,4,0.346108970253417,0,41-60
48,Most,4,0.346108970253417,0,41-60
49,Most,4,0.384882137246304,1,41-60
49,Most,4,0.384882137246304,1,41-60
50,Most,4,0.425174597753027,1,41-60
50,Most,4,0.425174597753027,0,41-60
51,Most,4,0.466486289107173,0,41-60
51,Most,4,0.466486289107173,1,41-60
52,Most,4,0.508262787891311,0,41-60
52,Most,4,0.508262787891311,0,41-60
53,Most,4,0.549924206291387,1,41-60
53,Most,4,0.549924206291387,0,41-60
54,Most,4,0.590897000452,1,41-60
54,Most,4,0.590897000452,1,41-60
55,Most,4,0.630645047359548,1,41-60
55,Most,4,0.630645047359548,0,41-60
56,Most,4,0.668696488520647,1,41-60
56,Most,4,0.668696488520647,1,41-60
57,Most,4,0.704663639854528,1,41-60
57,Most,4,0.704663639854528,1,41-60
58,Most,4,0.738254502975405,0,41-60
58,Most,4,0.738254502975405,1,41-60
59,Most,4,0.769275761142539,1,41-60
59,Most,4,0.769275761142539,1,41-60
60,Most,4,0.797628297463585,1,41-60
60,Most,4,0.797628297463585,1,41-60
61,Most,4,0.823297033040792,1,61-80
61,Most,4,0.823297033040792,1,61-80
62,Most,4,0.846337188579866,1,61-80
62,Most,4,0.846337188579866,1,61-80
63,Most,4,0.866858984770264,1,61-80
63,Most,4,0.866858984770264,0,61-80
64,Most,4,0.885012443478752,1,61-80
64,Most,4,0.885012443478752,1,61-80
65,Most,4,0.900973476343228,1,61-80
65,Most,4,0.900973476343228,1,61-80
66,Most,4,0.914931967501542,1,61-80
66,Most,4,0.914931967501542,1,61-80
67,Most,4,0.927082148493748,1,61-80
67,Most,4,0.927082148493748,1,61-80
68,Most,4,0.937615259744662,0,61-80
68,Most,4,0.937615259744662,1,61-80
69,Most,4,0.946714297088844,1,61-80
69,Most,4,0.946714297088844,1,61-80
70,Most,4,0.954550537766677,1,61-80
70,Most,4,0.954550537766677,1,61-80
71,Most,4,0.961281504993724,1,61-80
71,Most,4,0.961281504993724,1,61-80
72,Most,4,0.967050040308485,1,61-80
72,Most,4,0.967050040308485,1,61-80
73,Most,4,0.971984188950341,1,61-80
73,Most,4,0.971984188950341,1,61-80
74,Most,4,0.976197651115236,1,61-80
74,Most,4,0.976197651115236,1,61-80
75,Most,4,0.979790601551969,1,61-80
75,Most,4,0.979790601551969,1,61-80
76,Most,4,0.982850726008587,1,61-80
76,Most,4,0.982850726008587,1,61-80
77,Most,4,0.985454362777423,1,61-80
77,Most,4,0.985454362777423,1,61-80
78,Most,4,0.987667670147961,1,61-80
78,Most,4,0.987667670147961,1,61-80
79,Most,4,0.989547766191454,1,61-80
79,Most,4,0.989547766191454,1,61-80
80,Most,4,0.991143806767004,1,61-80
80,Most,4,0.991143806767004,1,61-80
81,Most,4,0.992497981969214,1,81-100
81,Most,4,0.992497981969214,1,81-100
82,Most,4,0.993646421457235,1,81-100
82,Most,4,0.993646421457235,1,81-100
83,Most,4,0.99462000614322,1,81-100
83,Most,4,0.99462000614322,1,81-100
84,Most,4,0.995445088362966,1,81-100
84,Most,4,0.995445088362966,1,81-100
85,Most,4,0.996144125542283,1,81-100
85,Most,4,0.996144125542283,1,81-100
86,Most,4,0.996736234010294,1,81-100
86,Most,4,0.996736234010294,1,81-100
87,Most,4,0.99723767037755,1,81-100
87,Most,4,0.99723767037755,1,81-100
88,Most,4,0.997662248077304,1,81-100
88,Most,4,0.997662248077304,1,81-100
89,Most,4,0.998021696470067,1,81-100
89,Most,4,0.998021696470067,1,81-100
90,Most,4,0.998325969483023,1,81-100
90,Most,4,0.998325969483023,1,81-100
91,Most,4,0.9985835102006,1,81-100
91,Most,4,0.9985835102006,1,81-100
92,Most,4,0.998801477211156,1,81-100
92,Most,4,0.998801477211156,1,81-100
93,Most,4,0.998985937893838,1,81-100
93,Most,4,0.998985937893838,1,81-100
94,Most,4,0.999142033228958,1,81-100
94,Most,4,0.999142033228958,1,81-100
95,Most,4,0.999274118152006,1,81-100
95,Most,4,0.999274118152006,1,81-100
96,Most,4,0.999385880955246,1,81-100
96,Most,4,0.999385880955246,1,81-100
97,Most,4,0.99948044477523,1,81-100
97,Most,4,0.99948044477523,1,81-100
98,Most,4,0.999560453790002,1,81-100
98,Most,4,0.999560453790002,1,81-100
99,Most,4,0.999628146383915,1,81-100
99,Most,4,0.999628146383915,1,81-100
100,Most,4,0.999685417217785,1,81-100
100,Most,4,0.999685417217785,1,81-100
1,Most,5,0.0958843956875223,0,1-20
1,Most,5,0.0958843956875223,0,1-20
2,Most,5,0.102810621861862,0,1-20
2,Most,5,0.102810621861862,0,1-20
3,Most,5,0.110176196181465,0,1-20
3,Most,5,0.110176196181465,0,1-20
4,Most,5,0.118000053890209,0,1-20
4,Most,5,0.118000053890209,0,1-20
5,Most,5,0.126300641409158,0,1-20
5,Most,5,0.126300641409158,0,1-20
6,Most,5,0.13509568969277,0,1-20
6,Most,5,0.13509568969277,1,1-20
7,Most,5,0.144401964696293,0,1-20
7,Most,5,0.144401964696293,0,1-20
8,Most,5,0.154234996041938,0,1-20
8,Most,5,0.154234996041938,0,1-20
9,Most,5,0.16460878576599,0,1-20
9,Most,5,0.16460878576599,0,1-20
10,Most,5,0.175535499928503,0,1-20
10,Most,5,0.175535499928503,0,1-20
11,Most,5,0.18702514685643,0,1-20
11,Most,5,0.18702514685643,1,1-20
12,Most,5,0.199085246845569,0,1-20
12,Most,5,0.199085246845569,0,1-20
13,Most,5,0.211720499232418,0,1-20
13,Most,5,0.211720499232418,1,1-20
14,Most,5,0.224932453819376,0,1-20
14,Most,5,0.224932453819376,1,1-20
15,Most,5,0.238719194641221,1,1-20
15,Most,5,0.238719194641221,1,1-20
16,Most,5,0.253075044934379,1,1-20
16,Most,5,0.253075044934379,1,1-20
17,Most,5,0.26799030284385,0,1-20
17,Most,5,0.26799030284385,1,1-20
18,Most,5,0.283451017803991,0,1-20
18,Most,5,0.283451017803991,0,1-20
19,Most,5,0.299438817588853,0,1-20
19,Most,5,0.299438817588853,1,1-20
20,Most,5,0.315930795683933,0,1-20
20,Most,5,0.315930795683933,1,1-20
21,Most,5,0.332899467836357,1,21-40
21,Most,5,0.332899467836357,0,21-40
22,Most,5,0.350312805368325,0,21-40
22,Most,5,0.350312805368325,0,21-40
23,Most,5,0.368134351088951,0,21-40
23,Most,5,0.368134351088951,0,21-40
24,Most,5,0.386323421443907,0,21-40
24,Most,5,0.386323421443907,0,21-40
25,Most,5,0.404835395965418,1,21-40
25,Most,5,0.404835395965418,0,21-40
26,Most,5,0.423622092225616,1,21-40
26,Most,5,0.423622092225616,1,21-40
27,Most,5,0.442632221482233,1,21-40
27,Most,5,0.442632221482233,0,21-40
28,Most,5,0.46181191718851,0,21-40
28,Most,5,0.46181191718851,0,21-40
29,Most,5,0.481105325683633,1,21-40
29,Most,5,0.481105325683633,1,21-40
30,Most,5,0.50045524585189,0,21-40
30,Most,5,0.50045524585189,1,21-40
31,Most,5,0.519803802492039,1,21-40
31,Most,5,0.519803802492039,1,21-40
32,Most,5,0.539093136702074,0,21-40
32,Most,5,0.539093136702074,1,21-40
33,Most,5,0.558266095851383,1,21-40
33,Most,5,0.558266095851383,0,21-40
34,Most,5,0.577266905730116,1,21-40
34,Most,5,0.577266905730116,1,21-40
35,Most,5,0.596041808233335,1,21-40
35,Most,5,0.596041808233335,1,21-40
36,Most,5,0.614539649404873,1,21-40
36,Most,5,0.614539649404873,0,21-40
37,Most,5,0.632712404738375,1,21-40
37,Most,5,0.632712404738375,1,21-40
38,Most,5,0.650515631180034,0,21-40
38,Most,5,0.650515631180034,1,21-40
39,Most,5,0.667908838144518,1,21-40
39,Most,5,0.667908838144518,0,21-40
40,Most,5,0.684855772876136,0,21-40
40,Most,5,0.684855772876136,0,21-40
41,Most,5,0.701324618497306,1,41-60
41,Most,5,0.701324618497306,1,41-60
42,Most,5,0.7172881059353,1,41-60
42,Most,5,0.7172881059353,0,41-60
43,Most,5,0.732723543479114,1,41-60
43,Most,5,0.732723543479114,1,41-60
44,Most,5,0.747612769894274,1,41-60
44,Most,5,0.747612769894274,0,41-60
45,Most,5,0.761942038751028,1,41-60
45,Most,5,0.761942038751028,1,41-60
46,Most,5,0.775701842870945,0,41-60
46,Most,5,0.775701842870945,1,41-60
47,Most,5,0.788886688569718,1,41-60
47,Most,5,0.788886688569718,1,41-60
48,Most,5,0.801494829697708,1,41-60
48,Most,5,0.801494829697708,0,41-60
49,Most,5,0.813527971402654,0,41-60
49,Most,5,0.813527971402654,1,41-60
50,Most,5,0.824990953123312,1,41-60
50,Most,5,0.824990953123312,1,41-60
51,Most,5,0.83589141963836,1,41-60
51,Most,5,0.83589141963836,1,41-60
52,Most,5,0.846239488113671,1,41-60
52,Most,5,0.846239488113671,0,41-60
53,Most,5,0.85604741808202,1,41-60
53,Most,5,0.85604741808202,0,41-60
54,Most,5,0.865329290215163,1,41-60
54,Most,5,0.865329290215163,1,41-60
55,Most,5,0.874100698663072,1,41-60
55,Most,5,0.874100698663072,1,41-60
56,Most,5,0.882378460682946,1,41-60
56,Most,5,0.882378460682946,1,41-60
57,Most,5,0.890180346295207,1,41-60
57,Most,5,0.890180346295207,1,41-60
58,Most,5,0.897524829808794,1,41-60
58,Most,5,0.897524829808794,1,41-60
59,Most,5,0.90443086426875,1,41-60
59,Most,5,0.90443086426875,1,41-60
60,Most,5,0.910917679202259,1,41-60
60,Most,5,0.910917679202259,1,41-60
61,Most,5,0.91700460147612,1,61-80
61,Most,5,0.91700460147612,1,61-80
62,Most,5,0.922710898624856,1,61-80
62,Most,5,0.922710898624856,1,61-80
63,Most,5,0.92805564365702,1,61-80
63,Most,5,0.92805564365702,1,61-80
64,Most,5,0.933057600087691,1,61-80
64,Most,5,0.933057600087691,1,61-80
65,Most,5,0.93773512576672,1,61-80
65,Most,5,0.93773512576672,1,61-80
66,Most,5,0.942106093963245,0,61-80
66,Most,5,0.942106093963245,1,61-80
67,Most,5,0.946187830115877,1,61-80
67,Most,5,0.946187830115877,1,61-80
68,Most,5,0.949997062653919,1,61-80
68,Most,5,0.949997062653919,1,61-80
69,Most,5,0.953549886327992,1,61-80
69,Most,5,0.953549886327992,1,61-80
70,Most,5,0.956861736549592,1,61-80
70,Most,5,0.956861736549592,1,61-80
71,Most,5,0.959947373320692,0,61-80
71,Most,5,0.959947373320692,1,61-80
72,Most,5,0.96282087342989,1,61-80
72,Most,5,0.96282087342989,1,61-80
73,Most,5,0.965495629695361,1,61-80
73,Most,5,0.965495629695361,1,61-80
74,Most,5,0.967984356142582,1,61-80
74,Most,5,0.967984356142582,1,61-80
75,Most,5,0.97029909811292,1,61-80
75,Most,5,0.97029909811292,1,61-80
76,Most,5,0.972451246405089,1,61-80
76,Most,5,0.972451246405089,1,61-80
77,Most,5,0.97445155465312,1,61-80
77,Most,5,0.97445155465312,1,61-80
78,Most,5,0.976310159240558,1,61-80
78,Most,5,0.976310159240558,1,61-80
79,Most,5,0.9780366011401,1,61-80
79,Most,5,0.9780366011401,1,61-80
80,Most,5,0.979639849150335,1,61-80
80,Most,5,0.979639849150335,1,61-80
81,Most,5,0.981128324076424,1,81-100
81,Most,5,0.981128324076424,1,81-100
82,Most,5,0.98250992346947,1,81-100
82,Most,5,0.98250992346947,1,81-100
83,Most,5,0.983792046600154,1,81-100
83,Most,5,0.983792046600154,1,81-100
84,Most,5,0.984981619396333,1,81-100
84,Most,5,0.984981619396333,1,81-100
85,Most,5,0.986085119122002,1,81-100
85,Most,5,0.986085119122002,1,81-100
86,Most,5,0.987108598616909,1,81-100
86,Most,5,0.987108598616909,1,81-100
87,Most,5,0.988057709952499,1,81-100
87,Most,5,0.988057709952499,1,81-100
88,Most,5,0.988937727391435,1,81-100
88,Most,5,0.988937727391435,1,81-100
89,Most,5,0.989753569564964,1,81-100
89,Most,5,0.989753569564964,1,81-100
90,Most,5,0.990509820805533,1,81-100
90,Most,5,0.990509820805533,1,81-100
91,Most,5,0.991210751591615,1,81-100
91,Most,5,0.991210751591615,1,81-100
92,Most,5,0.991860338078142,1,81-100
92,Most,5,0.991860338078142,1,81-100
93,Most,5,0.992462280699679,1,81-100
93,Most,5,0.992462280699679,1,81-100
94,Most,5,0.993020021844744,1,81-100
94,Most,5,0.993020021844744,1,81-100
95,Most,5,0.99353676260896,1,81-100
95,Most,5,0.99353676260896,1,81-100
96,Most,5,0.99401547864213,1,81-100
96,Most,5,0.99401547864213,1,81-100
97,Most,5,0.99445893511025,1,81-100
97,Most,5,0.99445893511025,1,81-100
98,Most,5,0.994869700798051,1,81-100
98,Most,5,0.994869700798051,1,81-100
99,Most,5,0.995250161381117,1,81-100
99,Most,5,0.995250161381117,1,81-100
100,Most,5,0.995602531899158,1,81-100
100,Most,5,0.995602531899158,1,81-100
1,Most,6,0.0230631507032634,0,1-20
1,Most,6,0.0230631507032634,0,1-20
2,Most,6,0.0254157744484516,0,1-20
2,Most,6,0.0254157744484516,0,1-20
3,Most,6,0.0280015058008866,0,1-20
3,Most,6,0.0280015058008866,0,1-20
4,Most,6,0.0308419773470366,0,1-20
4,Most,6,0.0308419773470366,0,1-20
5,Most,6,0.0339605190157611,0,1-20
5,Most,6,0.0339605190157611,0,1-20
6,Most,6,0.0373822247478681,0,1-20
6,Most,6,0.0373822247478681,0,1-20
7,Most,6,0.0411340061169451,0,1-20
7,Most,6,0.0411340061169451,0,1-20
8,Most,6,0.0452446284767841,0,1-20
8,Most,6,0.0452446284767841,0,1-20
9,Most,6,0.0497447244627393,0,1-20
9,Most,6,0.0497447244627393,0,1-20
10,Most,6,0.05466677888611,0,1-20
10,Most,6,0.05466677888611,1,1-20
11,Most,6,0.0600450782575302,0,1-20
11,Most,6,0.0600450782575302,0,1-20
12,Most,6,0.0659156173942607,0,1-20
12,Most,6,0.0659156173942607,0,1-20
13,Most,6,0.0723159548579115,0,1-20
13,Most,6,0.0723159548579115,0,1-20
14,Most,6,0.0792850084001463,0,1-20
14,Most,6,0.0792850084001463,0,1-20
15,Most,6,0.0868627812486302,0,1-20
15,Most,6,0.0868627812486302,0,1-20
16,Most,6,0.0950900100464427,0,1-20
16,Most,6,0.0950900100464427,0,1-20
17,Most,6,0.10400772568526,0,1-20
17,Most,6,0.10400772568526,0,1-20
18,Most,6,0.113656719279626,0,1-20
18,Most,6,0.113656719279626,0,1-20
19,Most,6,0.124076907257782,0,1-20
19,Most,6,0.124076907257782,0,1-20
20,Most,6,0.135306592131751,1,1-20
20,Most,6,0.135306592131751,1,1-20
21,Most,6,0.147381619075017,1,21-40
21,Most,6,0.147381619075017,0,21-40
22,Most,6,0.16033443306064,0,21-40
22,Most,6,0.16033443306064,0,21-40
23,Most,6,0.174193047012701,1,21-40
23,Most,6,0.174193047012701,0,21-40
24,Most,6,0.188979938124521,0,21-40
24,Most,6,0.188979938124521,0,21-40
25,Most,6,0.204710897003423,1,21-40
25,Most,6,0.204710897003423,0,21-40
26,Most,6,0.221393862275021,1,21-40
26,Most,6,0.221393862275021,0,21-40
27,Most,6,0.239027781223101,0,21-40
27,Most,6,0.239027781223101,0,21-40
28,Most,6,0.257601544300972,0,21-40
28,Most,6,0.257601544300972,0,21-40
29,Most,6,0.277093047142835,1,21-40
29,Most,6,0.277093047142835,0,21-40
30,Most,6,0.297468437168505,0,21-40
30,Most,6,0.297468437168505,1,21-40
31,Most,6,0.318681602157971,1,21-40
31,Most,6,0.318681602157971,1,21-40
32,Most,6,0.340673954537408,1,21-40
32,Most,6,0.340673954537408,0,21-40
33,Most,6,0.36337455707287,0,21-40
33,Most,6,0.36337455707287,0,21-40
34,Most,6,0.386700623088382,0,21-40
34,Most,6,0.386700623088382,0,21-40
35,Most,6,0.410558407557567,0,21-40
35,Most,6,0.410558407557567,1,21-40
36,Most,6,0.434844485329338,1,21-40
36,Most,6,0.434844485329338,1,21-40
37,Most,6,0.459447390707763,0,21-40
37,Most,6,0.459447390707763,1,21-40
38,Most,6,0.484249570383925,0,21-40
38,Most,6,0.484249570383925,0,21-40
39,Most,6,0.509129581304358,0,21-40
39,Most,6,0.509129581304358,1,21-40
40,Most,6,0.533964448429117,1,21-40
40,Most,6,0.533964448429117,0,21-40
41,Most,6,0.55863208617606,1,41-60
41,Most,6,0.55863208617606,1,41-60
42,Most,6,0.583013682840694,1,41-60
42,Most,6,0.583013682840694,0,41-60
43,Most,6,0.606995949905591,1,41-60
43,Most,6,0.606995949905591,1,41-60
44,Most,6,0.630473147628262,1,41-60
44,Most,6,0.630473147628262,0,41-60
45,Most,6,0.653348813618278,1,41-60
45,Most,6,0.653348813618278,0,41-60
46,Most,6,0.675537140706739,1,41-60
46,Most,6,0.675537140706739,0,41-60
47,Most,6,0.69696397235019,1,41-60
47,Most,6,0.69696397235019,1,41-60
48,Most,6,0.717567406085721,0,41-60
48,Most,6,0.717567406085721,1,41-60
49,Most,6,0.737298016314912,1,41-60
49,Most,6,0.737298016314912,1,41-60
50,Most,6,0.756118725452349,1,41-60
50,Most,6,0.756118725452349,1,41-60
51,Most,6,0.774004366223746,0,41-60
51,Most,6,0.774004366223746,1,41-60
52,Most,6,0.790940987156888,1,41-60
52,Most,6,0.790940987156888,1,41-60
53,Most,6,0.806924958082659,0,41-60
53,Most,6,0.806924958082659,1,41-60
54,Most,6,0.821961933159037,1,41-60
54,Most,6,0.821961933159037,1,41-60
55,Most,6,0.836065726232502,1,41-60
55,Most,6,0.836065726232502,1,41-60
56,Most,6,0.849257148092772,1,41-60
56,Most,6,0.849257148092772,1,41-60
57,Most,6,0.861562848226656,0,41-60
57,Most,6,0.861562848226656,1,41-60
58,Most,6,0.873014195845726,1,41-60
58,Most,6,0.873014195845726,1,41-60
59,Most,6,0.883646226942173,1,41-60
59,Most,6,0.883646226942173,1,41-60
60,Most,6,0.893496676457102,0,41-60
60,Most,6,0.893496676457102,0,41-60
61,Most,6,0.902605107705875,1,61-80
61,Most,6,0.902605107705875,1,61-80
62,Most,6,0.911012145226965,0,61-80
62,Most,6,0.911012145226965,1,61-80
63,Most,6,0.918758812308266,1,61-80
63,Most,6,0.918758812308266,1,61-80
64,Most,6,0.925885970603049,1,61-80
64,Most,6,0.925885970603049,1,61-80
65,Most,6,0.932433856410456,1,61-80
65,Most,6,0.932433856410456,1,61-80
66,Most,6,0.938441706251638,1,61-80
66,Most,6,0.938441706251638,1,61-80
67,Most,6,0.943947463187512,1,61-80
67,Most,6,0.943947463187512,1,61-80
68,Most,6,0.948987554756178,0,61-80
68,Most,6,0.948987554756178,1,61-80
69,Most,6,0.953596733320672,1,61-80
69,Most,6,0.953596733320672,1,61-80
70,Most,6,0.957807969886935,1,61-80
70,Most,6,0.957807969886935,1,61-80
71,Most,6,0.96165239297029,1,61-80
71,Most,6,0.96165239297029,1,61-80
72,Most,6,0.965159264767205,1,61-80
72,Most,6,0.965159264767205,1,61-80
73,Most,6,0.968355987656401,1,61-80
73,Most,6,0.968355987656401,1,61-80
74,Most,6,0.97126813485476,1,61-80
74,Most,6,0.97126813485476,1,61-80
75,Most,6,0.973919499848598,1,61-80
75,Most,6,0.973919499848598,1,61-80
76,Most,6,0.976332159981495,1,61-80
76,Most,6,0.976332159981495,1,61-80
77,Most,6,0.978526550287566,1,61-80
77,Most,6,0.978526550287566,1,61-80
78,Most,6,0.980521544303141,1,61-80
78,Most,6,0.980521544303141,1,61-80
79,Most,6,0.98233453916525,1,61-80
79,Most,6,0.98233453916525,1,61-80
80,Most,6,0.983981542811429,1,61-80
80,Most,6,0.983981542811429,1,61-80
81,Most,6,0.985477261534455,1,81-100
81,Most,6,0.985477261534455,1,81-100
82,Most,6,0.986835186521672,1,81-100
82,Most,6,0.986835186521672,1,81-100
83,Most,6,0.988067678327034,1,81-100
83,Most,6,0.988067678327034,1,81-100
84,Most,6,0.989186048490635,1,81-100
84,Most,6,0.989186048490635,1,81-100
85,Most,6,0.990200637741262,1,81-100
85,Most,6,0.990200637741262,1,81-100
86,Most,6,0.99112089039836,1,81-100
86,Most,6,0.99112089039836,1,81-100
87,Most,6,0.991955424736104,1,81-100
87,Most,6,0.991955424736104,1,81-100
88,Most,6,0.992712099189216,1,81-100
88,Most,6,0.992712099189216,1,81-100
89,Most,6,0.993398074372222,1,81-100
89,Most,6,0.993398074372222,1,81-100
90,Most,6,0.994019870955137,1,81-100
90,Most,6,0.994019870955137,1,81-100
91,Most,6,0.994583423492585,1,81-100
91,Most,6,0.994583423492585,1,81-100
92,Most,6,0.995094130343207,1,81-100
92,Most,6,0.995094130343207,1,81-100
93,Most,6,0.995556899844526,1,81-100
93,Most,6,0.995556899844526,1,81-100
94,Most,6,0.995976192927376,1,81-100
94,Most,6,0.995976192927376,1,81-100
95,Most,6,0.996356062365585,1,81-100
95,Most,6,0.996356062365585,1,81-100
96,Most,6,0.996700188862246,1,81-100
96,Most,6,0.996700188862246,1,81-100
97,Most,6,0.997011914175032,1,81-100
97,Most,6,0.997011914175032,1,81-100
98,Most,6,0.997294271480604,1,81-100
98,Most,6,0.997294271480604,1,81-100
99,Most,6,0.997550013173212,1,81-100
99,Most,6,0.997550013173212,1,81-100
100,Most,6,0.997781636285635,1,81-100
100,Most,6,0.997781636285635,1,81-100
1,Most,7,0.079757346780468,0,1-20
1,Most,7,0.079757346780468,0,1-20
2,Most,7,0.0996558304677481,0,1-20
2,Most,7,0.0996558304677481,1,1-20
3,Most,7,0.123850606482023,0,1-20
3,Most,7,0.123850606482023,0,1-20
4,Most,7,0.152921768239321,0,1-20
4,Most,7,0.152921768239321,0,1-20
5,Most,7,0.187357519406502,0,1-20
5,Most,7,0.187357519406502,0,1-20
6,Most,7,0.227465407254146,0,1-20
6,Most,7,0.227465407254146,0,1-20
7,Most,7,0.273271999232191,0,1-20
7,Most,7,0.273271999232191,0,1-20
8,Most,7,0.324429195619343,0,1-20
8,Most,7,0.324429195619343,0,1-20
9,Most,7,0.380153518353467,0,1-20
9,Most,7,0.380153518353467,0,1-20
10,Most,7,0.439226294900177,0,1-20
10,Most,7,0.439226294900177,1,1-20
11,Most,7,0.500072823566042,0,1-20
11,Most,7,0.500072823566042,1,1-20
12,Most,7,0.560917195390781,1,1-20
12,Most,7,0.560917195390781,1,1-20
13,Most,7,0.619983751367961,0,1-20
13,Most,7,0.619983751367961,1,1-20
14,Most,7,0.675698480096727,0,1-20
14,Most,7,0.675698480096727,1,1-20
15,Most,7,0.726843684312011,1,1-20
15,Most,7,0.726843684312011,1,1-20
16,Most,7,0.772636951799981,1,1-20
16,Most,7,0.772636951799981,1,1-20
17,Most,7,0.8127311662678,1,1-20
17,Most,7,0.8127311662678,1,1-20
18,Most,7,0.847153683098555,1,1-20
18,Most,7,0.847153683098555,1,1-20
19,Most,7,0.876212597299157,1,1-20
19,Most,7,0.876212597299157,1,1-20
20,Most,7,0.900396429833328,0,1-20
20,Most,7,0.900396429833328,1,1-20
21,Most,7,0.920285402485502,1,21-40
21,Most,7,0.920285402485502,1,21-40
22,Most,7,0.936483078345397,1,21-40
22,Most,7,0.936483078345397,1,21-40
23,Most,7,0.949569811678683,1,21-40
23,Most,7,0.949569811678683,1,21-40
24,Most,7,0.960075166809225,1,21-40
24,Most,7,0.960075166809225,1,21-40
25,Most,7,0.968464778357523,1,21-40
25,Most,7,0.968464778357523,1,21-40
26,Most,7,0.97513709235716,1,21-40
26,Most,7,0.97513709235716,1,21-40
27,Most,7,0.980426191810428,1,21-40
27,Most,7,0.980426191810428,1,21-40
28,Most,7,0.98460789838212,1,21-40
28,Most,7,0.98460789838212,1,21-40
29,Most,7,0.987907253085351,1,21-40
29,Most,7,0.987907253085351,1,21-40
30,Most,7,0.990506197990417,1,21-40
30,Most,7,0.990506197990417,1,21-40
31,Most,7,0.992550795483572,1,21-40
31,Most,7,0.992550795483572,1,21-40
32,Most,7,0.994157663010248,1,21-40
32,Most,7,0.994157663010248,1,21-40
33,Most,7,0.995419512816463,1,21-40
33,Most,7,0.995419512816463,1,21-40
34,Most,7,0.996409807797123,1,21-40
34,Most,7,0.996409807797123,1,21-40
35,Most,7,0.997186607495696,1,21-40
35,Most,7,0.997186607495696,1,21-40
36,Most,7,0.997795705067368,1,21-40
36,Most,7,0.997795705067368,1,21-40
37,Most,7,0.998273161786572,1,21-40
37,Most,7,0.998273161786572,1,21-40
38,Most,7,0.998647340185284,1,21-40
38,Most,7,0.998647340185284,1,21-40
39,Most,7,0.99894052612043,1,21-40
39,Most,7,0.99894052612043,1,21-40
40,Most,7,0.999170217473581,1,21-40
40,Most,7,0.999170217473581,1,21-40
41,Most,7,0.999350144696418,1,41-60
41,Most,7,0.999350144696418,1,41-60
42,Most,7,0.999491076983799,1,41-60
42,Most,7,0.999491076983799,1,41-60
43,Most,7,0.999601457872181,1,41-60
43,Most,7,0.999601457872181,1,41-60
44,Most,7,0.999687905600426,1,41-60
44,Most,7,0.999687905600426,1,41-60
45,Most,7,0.999755606546172,1,41-60
45,Most,7,0.999755606546172,1,41-60
46,Most,7,0.999808624304291,1,41-60
46,Most,7,0.999808624304291,1,41-60
47,Most,7,0.999850142321739,1,41-60
47,Most,7,0.999850142321739,1,41-60
48,Most,7,0.999882654266324,1,41-60
48,Most,7,0.999882654266324,1,41-60
49,Most,7,0.99990811332305,1,41-60
49,Most,7,0.99990811332305,1,41-60
50,Most,7,0.99992804923967,1,41-60
50,Most,7,0.99992804923967,1,41-60
51,Most,7,0.999943660063786,1,41-60
51,Most,7,0.999943660063786,1,41-60
52,Most,7,0.999955884028934,1,41-60
52,Most,7,0.999955884028934,1,41-60
53,Most,7,0.999965455876031,1,41-60
53,Most,7,0.999965455876031,1,41-60
54,Most,7,0.999972950974587,1,41-60
54,Most,7,0.999972950974587,1,41-60
55,Most,7,0.999978819883041,1,41-60
55,Most,7,0.999978819883041,1,41-60
56,Most,7,0.999983415417883,1,41-60
56,Most,7,0.999983415417883,1,41-60
57,Most,7,0.999987013854066,1,41-60
57,Most,7,0.999987013854066,1,41-60
58,Most,7,0.999989831528262,1,41-60
58,Most,7,0.999989831528262,1,41-60
59,Most,7,0.999992037841342,1,41-60
59,Most,7,0.999992037841342,1,41-60
60,Most,7,0.99999376544069,1,41-60
60,Most,7,0.99999376544069,1,41-60
61,Most,7,0.999995118193836,1,61-80
61,Most,7,0.999995118193836,1,61-80
62,Most,7,0.999996177432398,1,61-80
62,Most,7,0.999996177432398,1,61-80
63,Most,7,0.99999700684148,1,61-80
63,Most,7,0.99999700684148,1,61-80
64,Most,7,0.999997656288326,1,61-80
64,Most,7,0.999997656288326,1,61-80
65,Most,7,0.999998164820339,1,61-80
65,Most,7,0.999998164820339,1,61-80
66,Most,7,0.999998563012655,1,61-80
66,Most,7,0.999998563012655,1,61-80
67,Most,7,0.999998874806377,1,61-80
67,Most,7,0.999998874806377,1,61-80
68,Most,7,0.99999911894798,1,61-80
68,Most,7,0.99999911894798,1,61-80
69,Most,7,0.999999310116406,1,61-80
69,Most,7,0.999999310116406,1,61-80
70,Most,7,0.999999459805615,1,61-80
70,Most,7,0.999999459805615,1,61-80
71,Most,7,0.99999957701565,1,61-80
71,Most,7,0.99999957701565,1,61-80
72,Most,7,0.999999668793751,1,61-80
72,Most,7,0.999999668793751,1,61-80
73,Most,7,0.999999740658071,1,61-80
73,Most,7,0.999999740658071,1,61-80
74,Most,7,0.99999979692945,1,61-80
74,Most,7,0.99999979692945,1,61-80
75,Most,7,0.999999840991205,1,61-80
75,Most,7,0.999999840991205,1,61-80
